,worked_during_school,computer_skills,volunteer,military,employment_holes,has_email_address,resume_quality,milvol,positive_col,avg_milwork,mltp_experspecskill
1600,1,1,0,0,1,1,1,0,2,0.5,0
1601,1,1,0,0,0,1,1,0,1,0.5,0
1602,1,1,0,0,0,1,0,0,1,0.5,0
1603,0,1,0,0,1,1,0,0,1,0.0,0
1604,1,1,0,0,0,1,0,0,1,0.5,0
1605,1,1,1,1,0,1,1,1,3,1.0,0
1606,1,1,0,0,0,1,0,0,1,0.5,0
1607,1,1,0,0,1,1,1,0,2,0.5,0
1608,0,1,0,0,1,1,0,0,1,0.0,8
1609,1,1,1,1,0,1,1,1,3,1.0,6
1610,0,1,0,0,1,1,0,0,1,0.0,9
1611,1,1,1,0,1,1,1,0,2,0.5,21
1612,1,1,0,0,0,1,0,0,1,0.5,0
1613,0,1,0,0,1,1,0,0,1,0.0,0
1614,0,1,1,0,1,1,1,0,2,0.0,0
1615,0,1,1,0,1,1,1,0,2,0.0,0
1616,1,1,0,0,1,0,0,0,1,0.5,13
1617,1,1,0,0,1,1,1,0,1,0.5,21
1618,0,1,0,0,1,1,0,0,2,0.0,19
1619,0,1,0,1,1,1,1,0,2,0.5,7
1620,1,1,1,0,0,1,1,0,2,0.5,0
1621,1,1,0,0,1,1,1,0,2,0.5,0
1622,1,1,0,0,0,1,0,0,1,0.5,0
1623,1,1,1,0,1,1,0,0,2,0.5,0
1624,0,1,0,0,1,1,0,0,1,0.0,0
1625,1,1,0,0,0,1,0,0,1,0.5,0
1626,1,1,1,0,0,1,1,0,2,0.5,0
1627,1,1,1,0,0,1,1,0,2,0.5,10
1628,1,1,0,0,1,1,0,0,1,0.5,6
1629,1,1,1,0,1,1,1,0,2,0.5,6
1630,1,1,1,0,0,1,1,0,2,0.5,7
1631,0,0,0,0,1,1,0,0,0,0.0,5
1632,0,1,0,1,0,1,0,0,2,0.5,6
1633,0,0,0,0,1,1,0,0,0,0.0,6
1634,1,1,1,1,1,1,1,1,3,1.0,4
1635,1,1,0,0,1,1,1,0,2,0.5,0
1636,0,1,0,0,1,1,0,0,1,0.0,3
1637,0,1,1,0,1,1,1,0,2,0.0,8
1638,1,1,1,0,1,1,1,0,2,0.5,0
1639,1,1,0,0,0,1,0,0,1,0.5,0
1640,1,1,0,0,0,1,0,0,1,0.5,0
1641,0,1,0,0,1,1,0,0,1,0.0,2
1642,1,1,0,0,0,1,0,0,1,0.5,0
1643,1,1,1,0,1,1,1,0,2,0.5,0
1644,0,1,0,0,1,1,0,0,1,0.0,4
1645,0,1,1,0,1,1,1,0,2,0.0,5
1646,1,1,1,0,1,1,0,0,2,0.5,0
1647,1,1,0,0,0,1,0,0,1,0.5,0
1648,1,1,1,0,0,1,1,0,2,0.5,0
1649,1,1,1,0,0,1,1,0,2,0.5,0
1650,1,1,1,1,0,1,1,1,3,1.0,0
1651,0,1,1,0,1,1,1,0,2,0.0,0
1652,0,1,0,0,1,1,0,0,1,0.0,0
1653,1,1,0,0,1,1,0,0,1,0.5,0
1654,1,1,1,1,0,1,1,1,3,1.0,0
1655,1,1,0,0,0,1,0,0,1,0.5,0
1656,1,1,1,1,0,1,1,1,3,1.0,0
1657,1,1,1,0,0,1,1,0,2,0.5,0
1658,0,0,0,0,1,1,0,0,0,0.0,0
1659,1,1,1,0,0,1,1,0,2,0.5,0
1660,1,1,0,0,0,1,0,0,1,0.5,0
1661,1,1,0,0,0,1,0,0,1,0.5,0
1662,1,1,0,0,0,1,0,0,1,0.5,0
1663,0,0,0,0,1,1,0,0,0,0.0,0
1664,1,1,1,1,0,1,1,1,3,1.0,0
1665,1,0,0,0,0,1,0,0,0,0.5,0
1666,1,1,1,0,0,1,1,0,2,0.5,0
1667,0,0,0,0,1,1,0,0,0,0.0,0
1668,1,1,1,1,0,1,1,1,3,1.0,0
1669,1,1,0,0,0,1,0,0,1,0.5,0
1670,0,1,1,0,1,1,1,0,2,0.0,0
1671,1,1,1,1,0,1,1,1,3,1.0,0
1672,0,0,0,0,1,1,0,0,0,0.0,0
1673,0,0,0,0,1,1,0,0,0,0.0,0
1674,1,1,1,0,0,1,1,0,2,0.5,0
1675,1,1,1,1,0,1,1,1,3,1.0,0
1676,1,1,0,0,0,1,0,0,1,0.5,0
1677,0,0,0,0,1,1,0,0,0,0.0,0
1678,1,1,0,0,0,1,0,0,1,0.5,0
1679,1,1,1,0,0,1,1,0,2,0.5,0
1680,0,0,1,0,0,1,1,0,1,0.0,0
1681,1,1,1,0,0,1,1,0,2,0.5,0
1682,1,0,0,0,1,1,0,0,0,0.5,5
1683,1,1,1,0,0,1,1,0,2,0.5,5
1684,0,0,1,0,0,1,1,0,1,0.0,0
1685,0,0,0,0,1,1,0,0,0,0.0,7
1686,0,1,0,0,1,1,0,0,1,0.0,11
1687,1,1,1,0,1,1,1,0,2,0.5,4
1688,1,1,1,0,0,1,1,0,2,0.5,16
1689,0,0,0,0,1,1,0,0,0,0.0,7
1690,1,1,1,0,1,1,1,0,3,0.5,26
1691,0,1,0,0,1,1,0,0,1,0.0,11
1692,0,1,0,0,1,1,0,0,1,0.0,4
1693,0,1,0,0,1,1,1,0,1,0.0,16
1694,1,1,1,0,1,1,1,0,2,0.5,4
1695,1,1,1,0,1,1,1,0,3,0.5,26
1696,0,1,0,0,1,1,0,0,1,0.0,13
1697,0,1,0,0,1,0,0,0,1,0.0,11
1698,1,1,0,0,1,0,0,0,1,0.5,13
1699,0,1,0,0,1,0,0,0,1,0.0,1
1700,1,1,1,0,0,1,1,0,2,0.5,16
1701,0,1,0,0,1,1,1,0,1,0.0,16
1702,0,1,0,0,1,0,0,0,1,0.0,11
1703,1,1,1,0,1,1,1,0,3,0.5,26
1704,1,1,0,0,1,0,0,0,1,0.5,7
1705,0,1,1,0,1,1,1,0,2,0.0,9
1706,0,1,0,0,1,0,0,0,1,0.0,4
1707,0,1,0,0,1,0,0,0,1,0.0,1
1708,0,1,0,0,1,1,1,0,1,0.0,16
1709,0,1,1,0,1,1,1,0,2,0.0,9
1710,1,0,0,0,1,0,0,0,0,0.5,5
1711,0,0,1,0,0,1,1,0,1,0.0,0
1712,1,1,0,0,1,0,0,0,1,0.5,7
1713,1,1,1,0,1,1,1,0,3,0.5,26
1714,1,1,1,0,1,1,1,0,2,0.5,0
1715,1,1,0,0,1,0,0,0,1,0.5,13
1716,0,1,0,0,1,1,0,0,1,0.0,13
1717,0,0,1,0,0,1,1,0,1,0.0,0
1718,1,1,1,0,0,1,1,0,3,0.5,0
1719,1,1,1,1,0,1,1,1,3,1.0,0
1720,1,0,0,0,0,0,0,0,0,0.5,0
1721,0,0,0,0,1,0,0,0,0,0.0,0
1722,1,1,0,0,0,1,1,0,1,0.5,3
1723,1,1,0,0,1,0,0,0,1,0.5,0
1724,0,1,0,0,1,0,0,0,1,0.0,0
1725,1,1,1,0,0,1,1,0,2,0.5,0
1726,1,0,1,0,0,1,1,0,1,0.5,5
1727,1,1,0,0,0,0,0,0,1,0.5,0
1728,0,1,1,0,1,1,1,0,2,0.0,4
1729,1,1,1,1,0,1,1,1,3,1.0,0
1730,0,1,0,0,1,0,0,0,1,0.0,0
1731,1,1,1,1,0,1,1,1,3,1.0,12
1732,0,1,0,0,0,1,0,0,1,0.0,6
1733,1,1,1,0,0,1,1,0,2,0.5,6
1734,1,1,0,0,0,1,0,0,1,0.5,6
1735,1,1,1,1,0,1,1,1,3,1.0,6
1736,1,1,1,0,1,1,1,0,2,0.5,11
1737,1,1,1,1,0,1,1,1,3,1.0,11
1738,1,1,0,0,0,1,0,0,1,0.5,11
1739,0,1,0,0,1,1,0,0,1,0.0,11
1740,1,1,1,1,0,1,1,1,3,1.0,5
1741,1,0,1,0,0,1,1,0,1,0.5,0
1742,0,1,0,0,0,1,0,0,1,0.0,0
1743,0,0,0,0,0,1,0,0,1,0.0,6
1744,0,0,0,0,0,1,0,0,0,0.0,5
1745,0,0,0,0,0,0,0,0,1,0.0,6
1746,0,1,1,0,1,1,1,0,2,0.0,5
1747,1,0,1,1,0,1,1,1,2,1.0,5
1748,0,1,0,0,1,0,0,0,1,0.0,0
1749,0,1,0,0,1,0,0,0,1,0.0,0
1750,1,1,1,0,1,1,1,0,2,0.5,0
1751,0,1,1,0,1,1,1,0,2,0.0,0
1752,0,1,0,1,1,1,1,0,2,0.5,0
1753,0,1,0,0,0,0,0,0,1,0.0,5
1754,1,1,0,0,1,1,1,0,1,0.5,0
1755,0,0,0,0,0,0,0,0,0,0.0,5
1756,0,0,0,0,0,0,0,0,0,0.0,5
1757,0,1,0,0,1,0,0,0,1,0.0,4
1758,0,1,0,0,1,0,0,0,1,0.0,0
1759,1,1,0,0,0,0,0,0,1,0.5,0
1760,1,1,1,0,0,1,1,0,2,0.5,0
1761,1,1,1,0,0,1,1,0,2,0.5,0
1762,1,1,0,0,1,0,0,0,1,0.5,0
1763,1,0,0,0,0,0,0,0,0,0.5,5
1764,1,1,0,0,0,1,1,0,1,0.5,0
1765,0,1,1,0,1,1,1,0,2,0.0,6
1766,0,1,0,0,1,0,0,0,1,0.0,0
1767,0,1,0,0,0,0,0,0,1,0.0,5
1768,1,1,0,0,0,0,0,0,1,0.5,0
1769,0,1,0,0,1,0,0,0,1,0.0,0
1770,0,1,0,1,1,1,1,0,2,0.5,5
1771,1,1,0,0,1,1,1,0,2,0.5,0
1772,0,0,0,0,1,0,0,0,0,0.0,0
1773,0,1,0,0,1,1,0,0,1,0.0,0
1774,0,1,0,0,1,1,0,0,1,0.0,0
1775,1,1,1,0,1,1,1,0,2,0.5,0
1776,0,0,0,0,0,0,0,0,0,0.0,5
1777,1,1,0,0,0,1,1,0,1,0.5,8
1778,0,1,0,0,1,0,0,0,1,0.0,4
1779,1,1,0,0,1,1,1,0,1,0.5,0
1780,0,1,1,0,1,1,1,0,2,0.0,0
1781,1,0,0,0,0,0,0,0,0,0.5,5
1782,1,1,1,0,1,0,0,0,2,0.5,0
1783,1,1,0,0,1,0,0,0,1,0.5,13
1784,1,1,0,0,0,1,1,0,1,0.5,7
1785,1,1,0,0,0,1,1,0,1,0.5,0
1786,1,1,0,0,1,0,0,0,1,0.5,0
1787,1,1,1,0,1,0,0,0,2,0.5,0
1788,1,1,0,0,0,0,0,0,1,0.5,0
1789,1,1,0,0,0,1,1,0,1,0.5,4
1790,1,1,1,0,0,1,1,0,2,0.5,4
1791,0,1,0,0,0,0,0,0,1,0.0,0
1792,1,1,1,0,1,1,1,0,2,0.5,0
1793,1,1,0,0,0,0,0,0,1,0.5,0
1794,1,0,0,0,0,0,0,0,0,0.5,0
1795,0,1,0,0,1,0,0,0,1,0.0,4
1796,1,0,1,0,0,1,1,0,1,0.5,4
1797,1,1,0,0,0,1,1,0,1,0.5,4
1798,1,0,1,0,1,1,1,0,2,0.5,5
1799,0,0,0,0,1,0,0,0,0,0.0,0
1800,1,0,1,0,0,1,1,0,1,0.5,4
1801,0,1,1,0,1,1,1,0,2,0.0,4
1802,0,0,0,0,1,0,0,0,1,0.0,5
1803,0,0,0,0,1,0,0,0,0,0.0,5
1805,1,1,0,0,0,1,1,0,1,0.5,7
1806,0,1,0,0,0,0,0,0,1,0.0,2
1807,0,0,0,0,0,0,0,0,0,0.0,0
1808,1,1,1,0,1,1,1,0,2,0.5,0
1809,1,1,1,0,1,1,1,0,2,0.5,2
1810,1,0,1,1,0,1,1,1,3,1.0,5
1811,0,1,0,0,0,0,0,0,1,0.0,0
1812,1,1,0,0,0,0,0,0,1,0.5,0
1813,1,1,1,0,0,1,1,0,2,0.5,0
1814,1,1,0,0,0,1,1,0,1,0.5,5
1815,1,1,0,0,0,1,1,0,1,0.5,0
1816,0,1,0,0,1,0,0,0,1,0.0,4
1817,0,0,0,0,0,0,0,0,0,0.0,4
1818,0,1,1,0,1,1,1,0,2,0.0,7
1819,1,1,1,0,0,1,1,0,2,0.5,0
1820,0,0,0,0,0,0,0,0,0,0.0,5
1821,0,1,0,0,1,0,0,0,1,0.0,5
1822,0,1,0,0,0,0,0,0,1,0.0,2
1823,0,1,0,0,1,0,0,0,1,0.0,1
1824,0,0,0,0,0,0,0,0,0,0.0,4
1825,0,1,0,0,0,0,0,0,1,0.0,4
1826,1,1,0,0,0,0,0,0,1,0.5,0
1827,0,1,0,0,1,1,0,0,1,0.0,3
1828,1,1,1,0,0,0,1,0,2,0.5,0
1829,1,1,1,1,0,1,1,1,3,1.0,2
1830,1,1,1,0,0,1,1,0,2,0.5,0
1831,0,0,1,0,1,1,1,0,2,0.0,6
1832,1,1,0,0,0,0,0,0,1,0.5,8
1833,1,1,0,0,0,1,1,0,1,0.5,4
1834,1,0,1,0,0,1,1,0,1,0.5,4
1835,1,1,1,0,1,0,0,0,2,0.5,0
1836,1,1,1,0,1,1,1,0,2,0.5,5
1837,1,1,1,0,0,1,1,0,2,0.5,0
1838,1,1,0,0,0,0,0,0,1,0.5,0
1839,1,1,1,0,1,0,0,0,2,0.5,0
1840,1,0,1,0,0,1,1,0,1,0.5,0
1841,1,1,0,0,0,1,1,0,1,0.5,0
1842,0,1,0,0,1,0,0,0,1,0.0,8
1843,0,0,0,0,0,0,0,0,1,0.0,6
1844,1,1,0,0,1,1,1,0,2,0.5,0
1845,1,1,0,0,0,1,1,0,1,0.5,0
1846,0,1,0,0,0,0,0,0,1,0.0,2
1847,1,1,0,0,1,0,0,0,1,0.5,0
1848,1,1,0,0,0,0,0,0,1,0.5,0
1849,0,1,0,1,0,0,0,0,2,0.5,0
1850,1,1,1,0,0,1,1,0,2,0.5,0
1851,0,0,0,0,0,0,0,0,0,0.0,0
1852,0,0,0,0,0,0,0,0,0,0.0,0
1853,1,1,1,1,0,1,1,1,3,1.0,0
1854,1,1,0,0,0,1,0,0,1,0.5,0
1855,0,0,0,0,0,0,0,0,0,0.0,4
1856,0,0,0,0,0,0,0,0,0,0.0,0
1857,1,1,1,0,0,1,1,0,2,0.5,0
1858,0,1,0,1,1,1,1,0,2,0.5,0
1859,0,1,0,0,1,0,0,0,1,0.0,0
1860,1,1,1,0,0,1,1,0,2,0.5,0
1861,1,1,1,1,0,1,1,1,3,1.0,0
1862,0,1,0,0,0,0,0,0,1,0.0,0
1863,1,0,1,1,0,1,1,1,2,1.0,0
1864,1,1,0,0,0,0,0,0,1,0.5,0
1865,1,0,1,0,0,1,1,0,1,0.5,4
1866,0,1,1,1,1,1,1,1,3,0.5,4
1867,1,0,1,0,0,1,1,0,1,0.5,4
1868,1,1,0,0,0,1,1,0,1,0.5,0
1869,1,1,0,0,1,0,0,0,1,0.5,0
1870,0,1,0,0,1,0,0,0,1,0.0,0
1871,0,1,0,1,1,1,1,0,2,0.5,7
1872,1,1,0,0,0,0,0,0,1,0.5,0
1873,1,0,1,0,0,1,1,0,1,0.5,4
1874,1,1,0,0,0,1,1,0,1,0.5,0
1875,1,1,1,0,1,0,0,0,2,0.5,0
1876,1,1,1,0,0,1,1,0,2,0.5,0
1877,0,1,1,1,0,1,1,1,3,0.5,0
1878,1,1,1,0,0,1,1,0,2,0.5,0
1879,0,1,0,0,1,1,1,0,1,0.0,20
1880,0,1,0,0,1,0,0,0,1,0.0,17
1881,1,1,0,0,1,1,1,0,2,0.5,0
1882,1,1,0,0,0,0,0,0,1,0.5,0
1883,0,1,0,0,1,0,0,0,1,0.0,15
1884,0,1,0,0,1,1,1,0,1,0.0,10
1885,0,1,0,0,1,0,0,0,1,0.0,0
1886,1,1,0,0,0,0,0,0,1,0.5,0
1887,0,0,0,0,1,0,0,0,0,0.0,3
1888,0,1,0,0,1,1,1,0,1,0.0,4
1889,0,0,0,0,1,0,0,0,0,0.0,6
1890,1,1,0,0,0,1,1,0,1,0.5,0
1891,1,1,0,0,1,0,0,0,1,0.5,0
1892,1,1,1,1,0,1,1,1,3,1.0,0
1893,1,1,0,0,1,1,1,0,1,0.5,5
1894,1,1,1,0,0,1,1,0,2,0.5,0
1895,0,1,0,0,0,0,0,0,1,0.0,0
1896,0,1,0,1,1,1,1,0,3,0.5,0
1897,0,0,1,0,0,0,1,0,1,0.0,0
1898,1,1,1,1,0,1,1,1,3,1.0,0
1899,1,1,1,1,0,1,1,1,3,1.0,0
1900,1,1,1,1,0,1,1,1,3,1.0,0
1901,0,0,0,0,1,0,0,0,0,0.0,0
1902,0,0,0,0,1,0,0,0,0,0.0,0
1903,1,1,0,0,0,0,0,0,1,0.5,0
1904,0,0,0,0,1,0,0,0,0,0.0,0
1905,1,1,0,0,0,0,0,0,1,0.5,0
1906,1,1,0,0,0,0,0,0,1,0.5,0
1907,1,1,1,0,0,1,1,0,2,0.5,6
1908,1,1,1,0,0,0,1,0,2,0.5,5
1909,0,0,0,0,1,0,0,0,0,0.0,0
1910,1,1,1,1,0,1,1,1,3,1.0,0
1911,0,0,0,0,1,0,0,0,0,0.0,0
1912,1,1,1,0,0,1,1,0,2,0.5,0
1913,1,1,1,0,0,1,1,0,2,0.5,0
1914,1,1,1,0,0,1,1,0,2,0.5,0
1915,0,0,0,0,1,0,0,0,1,0.0,0
1916,1,1,0,0,0,0,0,0,1,0.5,0
1917,0,0,0,0,1,0,0,0,0,0.0,0
1918,1,1,0,0,0,1,1,0,1,0.5,0
1919,0,1,0,0,1,0,0,0,1,0.0,0
1920,0,1,0,0,1,0,0,0,1,0.0,0
1921,1,1,1,0,0,1,1,0,2,0.5,0
1922,1,1,1,0,0,1,1,0,2,0.5,0
1923,0,1,0,0,0,0,0,0,1,0.0,0
1924,1,1,0,0,0,0,0,0,1,0.5,0
1925,1,1,1,1,0,1,1,1,3,1.0,0
1926,0,1,0,0,1,0,0,0,1,0.0,0
1927,1,1,1,0,1,1,1,0,2,0.5,0
1928,1,1,0,0,0,1,1,0,1,0.5,0
1929,0,1,0,0,1,0,0,0,1,0.0,8
1930,1,1,1,1,0,1,1,1,3,1.0,0
1931,0,1,0,0,1,0,0,0,1,0.0,11
1932,1,1,1,1,0,1,1,1,3,1.0,12
1933,0,1,0,0,1,0,0,0,1,0.0,0
1934,1,1,0,0,0,1,1,0,1,0.5,7
1935,1,1,0,0,1,0,0,0,1,0.5,5
1936,1,1,0,0,0,1,1,0,1,0.5,7
1937,1,0,0,0,1,0,0,0,0,0.5,6
1938,1,1,1,0,0,1,1,0,2,0.5,0
1939,1,1,1,0,0,1,1,0,2,0.5,0
1940,1,1,0,0,0,0,0,0,1,0.5,0
1941,0,1,0,0,1,0,0,0,1,0.0,0
1942,1,1,0,0,0,1,1,0,1,0.5,0
1943,1,1,0,0,0,1,1,0,1,0.5,0
1944,1,1,0,0,1,1,1,0,1,0.5,21
1945,0,1,0,1,1,1,1,0,2,0.5,7
1946,1,1,0,0,1,0,0,0,1,0.5,13
1947,0,1,0,0,1,0,0,0,2,0.0,19
1948,0,1,0,0,1,0,0,0,1,0.0,0
1949,0,1,0,0,1,0,0,0,1,0.0,0
1950,1,1,1,0,1,1,1,0,2,0.5,0
1951,1,1,0,0,0,1,1,0,1,0.5,0
1952,0,1,0,0,1,0,0,0,2,0.0,0
1953,1,1,0,0,0,1,1,0,1,0.5,0
1954,0,1,0,0,0,0,0,0,1,0.0,0
1955,0,1,1,0,1,1,1,0,2,0.0,15
1956,1,1,0,0,0,1,1,0,1,0.5,8
1957,1,1,0,0,0,0,0,0,1,0.5,0
1958,1,1,1,0,0,1,1,0,2,0.5,0
1959,1,1,1,0,1,0,0,0,2,0.5,0
1960,1,1,1,0,0,1,1,0,2,0.5,3
1961,1,1,0,1,1,1,1,0,2,1.0,7
1962,1,1,0,0,0,0,0,0,1,0.5,0
1963,1,1,0,0,1,0,0,0,1,0.5,0
1964,0,1,0,0,1,0,0,0,1,0.0,0
1965,0,1,0,0,1,0,0,0,2,0.0,0
1966,1,1,1,1,0,1,1,1,3,1.0,0
1967,1,1,1,0,0,1,1,0,2,0.5,0
1968,0,1,1,0,1,1,1,0,2,0.0,5
1969,1,1,0,0,0,0,0,0,1,0.5,0
1970,1,1,1,0,1,1,1,0,2,0.5,0
1971,0,1,0,0,0,0,0,0,1,0.0,0
1972,1,1,1,0,0,1,1,0,2,0.5,0
1973,1,1,0,0,0,0,0,0,1,0.5,6
1974,1,1,0,0,0,0,0,0,1,0.5,0
1975,1,1,1,0,0,1,1,0,2,0.5,0
1976,0,1,0,0,1,0,0,0,1,0.0,0
1977,1,1,0,0,1,0,0,0,1,0.5,0
1978,1,1,1,0,0,1,1,0,2,0.5,0
1979,1,1,1,1,0,1,1,1,3,1.0,3
1980,1,1,1,0,0,1,1,0,2,0.5,0
1981,1,1,0,0,1,1,1,0,2,0.5,0
1982,0,1,0,0,1,0,0,0,1,0.0,0
1983,0,1,0,0,1,0,0,0,1,0.0,0
1984,1,1,1,1,0,1,1,1,3,1.0,0
1985,1,1,1,1,0,1,1,1,3,1.0,0
1986,1,1,1,0,0,1,1,0,2,0.5,0
1987,0,0,1,0,0,0,1,0,1,0.0,0
1988,0,0,0,0,1,0,0,0,0,0.0,0
1989,1,1,0,0,0,0,0,0,1,0.5,0
1990,1,1,0,0,0,0,0,0,1,0.5,0
1991,0,0,0,0,1,0,0,0,0,0.0,0
1992,1,1,1,0,0,1,1,0,2,0.5,0
1993,1,1,1,0,0,1,1,0,2,0.5,0
1994,0,0,0,0,1,0,0,0,0,0.0,0
1995,1,1,0,0,0,0,0,0,1,0.5,0
1996,1,1,1,0,0,0,1,0,2,0.5,5
1997,0,1,0,0,0,0,0,0,1,0.0,0
1998,0,0,0,0,1,0,0,0,0,0.0,0
1999,1,1,0,0,0,0,0,0,1,0.5,0
2000,1,1,1,1,0,1,1,1,3,1.0,0
2001,1,1,1,0,0,1,1,0,2,0.5,0
2002,0,0,0,0,1,0,0,0,0,0.0,0
2003,1,1,1,1,0,1,1,1,3,1.0,0
2004,1,1,0,0,1,0,0,0,1,0.5,13
2005,0,1,1,0,1,1,1,0,2,0.0,0
2006,0,1,1,0,1,1,1,0,2,0.0,13
2007,1,1,0,0,1,0,0,0,1,0.5,7
2008,0,1,0,0,1,1,0,0,1,0.0,13
2009,0,1,1,0,1,1,1,0,2,0.0,13
2010,1,1,0,0,1,0,0,0,1,0.5,13
2011,1,1,1,0,1,1,1,0,2,0.5,0
2012,0,1,0,0,1,0,0,0,1,0.0,4
2013,1,1,1,0,0,1,1,0,2,0.5,16
2014,0,1,1,0,1,1,1,0,3,0.0,8
2015,0,1,0,0,1,0,0,0,1,0.0,4
2016,1,1,1,1,0,1,1,1,3,1.0,0
2017,1,1,0,0,0,0,0,0,1,0.5,0
2018,0,0,0,0,1,0,0,0,0,0.0,0
2019,1,1,1,0,1,1,1,0,2,0.5,0
2020,1,1,0,0,0,1,1,0,1,0.5,0
2021,1,1,0,0,1,0,0,0,1,0.5,0
2022,1,1,0,0,0,0,0,0,1,0.5,0
2023,1,1,1,1,0,1,1,1,3,1.0,10
2024,1,1,0,0,1,0,0,0,1,0.5,15
2025,1,1,0,0,0,1,1,0,1,0.5,16
2026,1,1,0,0,1,0,0,0,1,0.5,16
2027,1,1,0,0,0,1,1,0,1,0.5,15
2028,0,1,0,0,1,0,0,0,1,0.0,0
2029,1,1,0,0,0,1,1,0,1,0.5,0
2030,0,1,0,0,1,0,0,0,1,0.0,0
2031,1,1,1,0,1,1,1,0,2,0.5,0
2032,0,1,0,0,1,0,0,0,1,0.0,0
2033,1,1,0,0,0,1,1,0,1,0.5,7
2034,1,1,0,0,0,0,0,0,1,0.5,0
2035,1,1,1,0,0,1,1,0,2,0.5,0
2036,1,1,0,0,0,0,0,0,1,0.5,0
2037,0,1,1,0,1,1,1,0,2,0.0,17
2038,1,1,0,0,1,1,1,0,1,0.5,0
2039,0,1,0,0,1,0,0,0,1,0.0,0
2040,1,1,1,0,1,1,1,0,2,0.5,0
2041,0,1,0,0,1,0,0,0,1,0.0,0
2042,1,1,0,0,0,0,0,0,1,0.5,0
2043,0,1,1,0,1,1,1,0,2,0.0,10
2044,1,1,1,0,0,1,1,0,2,0.5,0
2045,1,1,0,0,0,0,0,0,1,0.5,0
2046,1,1,0,0,0,0,0,0,1,0.5,6
2047,1,1,1,0,0,1,1,0,2,0.5,0
2048,1,1,1,0,1,1,1,0,2,0.5,0
2049,0,1,1,0,1,1,1,0,2,0.0,5
2050,0,1,0,0,1,0,0,0,1,0.0,4
2051,1,1,0,0,0,0,0,0,1,0.5,0
2052,0,1,0,0,1,0,0,0,1,0.0,0
2053,1,1,0,0,1,0,0,0,1,0.5,0
2054,0,1,1,0,1,1,1,0,2,0.0,3
2055,1,1,1,1,0,1,1,1,3,1.0,3
2056,0,1,0,1,1,1,1,0,2,0.5,7
2057,0,1,1,0,1,1,1,0,2,0.0,0
2058,1,1,0,0,1,1,0,0,1,0.5,15
2059,1,1,0,0,0,0,0,0,1,0.5,0
2060,1,1,1,1,0,1,1,1,3,1.0,0
2061,0,0,0,0,0,0,0,0,0,0.0,0
2062,1,0,0,0,0,0,0,0,0,0.5,0
2063,0,0,0,0,1,0,0,0,0,0.0,0
2064,1,1,0,0,0,0,0,0,1,0.5,0
2065,1,1,1,0,0,1,1,0,2,0.5,0
2066,0,0,1,0,0,1,1,0,1,0.0,0
2067,0,1,0,0,0,0,0,0,1,0.0,0
2068,0,1,1,0,1,1,1,0,2,0.0,0
2069,1,1,1,1,0,1,1,1,3,1.0,0
2070,0,0,0,0,1,0,0,0,0,0.0,0
2071,1,0,0,0,0,0,0,0,0,0.5,0
2072,1,1,0,0,0,0,0,0,1,0.5,0
2073,1,1,1,1,0,1,1,1,3,1.0,0
2074,1,1,0,0,0,0,0,0,1,0.5,0
2075,1,1,0,0,0,0,0,0,1,0.5,0
2076,0,0,1,0,0,1,1,0,1,0.0,0
2077,0,0,0,0,1,0,0,0,0,0.0,0
2078,0,1,1,0,0,0,1,0,2,0.0,0
2079,1,1,1,0,0,1,1,0,2,0.5,0
2080,0,1,1,0,1,1,1,0,2,0.0,0
2081,1,1,0,0,0,0,0,0,1,0.5,0
2082,1,1,1,0,0,0,1,0,2,0.5,14
2083,1,1,1,0,0,1,1,0,2,0.5,0
2084,1,1,1,0,0,1,1,0,2,0.5,5
2085,0,1,0,0,1,0,0,0,1,0.0,11
2086,1,1,0,0,1,0,0,0,1,0.5,13
2087,0,1,1,0,1,1,1,0,2,0.0,13
2088,0,1,0,0,1,1,0,0,1,0.0,13
2089,1,1,1,0,0,1,1,0,2,0.5,5
2090,1,1,1,0,1,1,1,0,2,0.5,4
2091,0,1,0,0,1,0,0,0,1,0.0,11
2092,0,1,0,0,1,0,0,0,1,0.0,1
2093,1,1,1,0,0,1,1,0,2,0.5,16
2094,1,1,1,0,1,1,1,0,3,0.5,26
2095,0,0,0,0,1,0,0,0,0,0.0,2
2096,1,0,0,0,1,0,0,0,0,0.5,5
2097,1,1,1,0,1,1,1,0,2,0.5,4
2098,0,1,0,0,1,0,0,0,1,0.0,4
2099,1,1,1,0,0,1,1,0,2,0.5,5
2100,0,1,0,0,1,0,0,0,1,0.0,11
2101,0,1,0,0,1,0,0,0,1,0.0,4
2102,0,1,0,0,1,1,1,0,1,0.0,16
2103,1,1,1,0,0,1,1,0,2,0.5,16
2104,0,0,0,0,1,0,0,0,0,0.0,7
2105,0,0,1,0,0,1,1,0,1,0.0,0
2106,0,1,0,0,1,0,0,0,1,0.0,4
2107,1,1,1,0,0,1,1,0,2,0.5,16
2108,0,0,0,0,0,0,0,0,0,0.0,0
2109,1,0,0,0,0,0,0,0,0,0.5,0
2110,0,1,1,0,0,0,1,0,2,0.0,0
2111,1,1,1,1,0,1,1,1,4,1.0,0
2112,1,1,0,0,0,1,1,0,1,0.5,0
2113,1,1,1,0,1,1,1,0,2,0.5,0
2114,0,1,0,0,1,0,0,0,1,0.0,0
2115,0,1,0,0,1,0,0,0,1,0.0,0
2116,0,1,0,0,1,0,0,0,1,0.0,0
